mention,best_cui,best_name,mapped
thoracic vertebrae,C0039987,Thoracic Vertebrae,True
thoracic vertebral,C0549207,Vertebral,True
thoracic vertebral body,C1305451,Thoracic vertebral body,True
thoracic wall,C0205076,Thoracic Wall,True
thoracis muscle,C4083049,Muscle,True
thoraco lumbar junction,C0205144,Junction,True
thoracoabdominal,C0444467,Thoracoabdominal,True
thoracoabdominal junction,C0205144,Junction,True
thoracoabdominal junction level,C0456079,Level,True
thoracoabdominal wall,C0677535,Wall,True
thoracocentesis,C0189477,Thoracocentesis,True
thoracolumbar,C0450219,Thoracolumbar,True
thoracolumbar junction,C0205144,Junction,True
thoracolumbar scoliosis,C0749379,Thoracolumbar scoliosis,True
thoracolumbar spine,C1443270,Thoracolumbar spine,True
thoracolumbar vertebral,C0549207,Vertebral,True
thoracoplasty,C0039988,Thoracoplasty,True
thoracoscopy,C0039989,Thoracoscopy,True
thoracostomy,C0039990,Thoracostomy,True
thoracostomy catheter,C0085590,Catheter,True
thoracostomy drain,C0180499,Drain,True
thoracostomy insertion site,C0449682,Insertion site,True
thoracostomy related air,C1866503,AIR,True
thoracostomy site,C1515974,Site,True
thoracostomy tube,C0189476,thoracostomy tube,True
thoracostomy tubes,C1704474,Tubes,True
thoracotomy,C0039991,Thoracotomy,True
thoracotomy changes,C0392747,changes,True
thoracotomy deformity changes,C0392747,changes,True
thoracotomy site,C1515974,Site,True
thorax,C0817096,Thorax,True
thorax catheter,C0085590,Catheter,True
thorax lumbar junction,C0205144,Junction,True
thorax opacification,C0449584,Opacification,True
three,C5201107,Three,True
three - channel,C1706095,Channel,True
three - lead,C0023175,Lead,True
three acute folds,C0332462,folds,True
three chest tubes,C1704474,Tubes,True
three clips,C0175722,Clips,True
three days ago,C1704938,AGO,True
three intact leads,C0181586,Leads,True
three leads,C0181586,Leads,True
three leads one,C5201140,One,True
three lobulated,C5970375,Lobulated,True
three new,C1578513,new,True
throat,C0230069,Throat,True
thrombocytopenia,C0040034,Thrombocytopenia,True
thromboembolic,C0333214,thromboembolic,True
thromboembolic disease,C0040038,Thromboembolic disease,True
thrombosed,C0040053,Thrombosed,True
thrombosed aneurysm,C1265766,Thrombosed aneurysm,True
thrombosis,C0040053,Thrombosis,True
thrombus,C0087086,Thrombus,True
throughout its course,C0750729,Course,True
throughout the left lung,C4037972,Lung,True
thryoid gland,C1285092,Gland,True
thus low,C5203106,Low,True
thymectomy,C0040071,Thymectomy,True
thymic,C0040113,Thymic,True
thymic abnormality,C1704258,Abnormality,True
thymic cyst,C0040072,Thymic Cyst,True
thymic epithelial,C0221908,Epithelial,True
thymic tissue,C1515430,Thymic Tissue,True
thymoma,C0040100,Thymoma,True
thymus,C0040113,Thymus,True
thyroid,C0040132,Thyroid,True
thyroid bed,C3159311,BED,True
thyroid gland,C0040132,Thyroid gland,True
thyroid goiter,C0018021,Thyroid goiter,True
thyroid lobe,C0796494,lobe,True
thyroid mass,C0349453,Thyroid mass,True
thyroid thyroid,C0040132,Thyroid,True
thyroidectomy,C0040145,Thyroidectomy,True
thyroiditis,C0040147,Thyroiditis,True
thyromegaly,C0018021,Thyromegaly,True
tibia larger,C1704243,Larger,True
tightness,C0439816,Tightness,True
till cavoatrial junction / right upper atrium,C0018792,Atrium,True
tilted slightly in rotated,C0231458,Rotated,True
time course,C0449247,Time course,True
tiny / focal,C0205234,Focal,True
tiny amount,C1265611,Amount,True
tiny apical,C0205111,Apical,True
tiny apical pneumothorax,C0032326,Pneumothorax,True
tiny b / l,C0475211,L,True
tiny benign,C0205183,Benign,True
tiny calcified,C0175895,Calcified,True
tiny clips,C0175722,Clips,True
tiny collection,C0600644,Collection,True
tiny contusion,C0009938,Contusion,True
tiny curvilinear lucency,C5237319,Bone Lucency,True
tiny effusion,C0013687,Effusion,True
tiny effusions,C0013687,Effusions,True
tiny fluid collection,C0600644,Collection,True
tiny focus,C0205234,Focus,True
tiny granuloma,C0018188,Granuloma,True
tiny line,C0205132,Line,True
tiny linear density,C0178587,Density,True
tiny lucency,C5237319,Bone Lucency,True
tiny medial components,C0449432,components,True
tiny nodular opacities,C0029053,opacities,True
tiny nodules,C0028259,nodules,True
tiny pneumothorax,C0032326,Pneumothorax,True
tiny ptx,C0030899,PTX,True
tiny region,C0205147,Region,True
tiny residual,C1609982,Residual,True
tiny stable,C0205360,Stable,True
tiny volume,C1705102,Volume,True
tip,C1705504,TIP,True
tip 2 5,C5203119,5,True
tip abnormally positioned,C1705504,KAT5 wt Allele,True
tip and side port,C0452253,Port,True
tip coiled,C0444764,coiled,True
tip coiling,C0444764,coiling,True
tip coils,C0444764,Coils,True
tip cyst,C0010709,Cyst,True
tip directed cephalad,C0205096,Cephalad,True
tip down,C0013080,Down,True
tip electrode,C0013812,Electrode,True
tip ending,C2746065,Ending,True
tip line,C0205132,Line,True
tip lobe pain,C0030193,Pain,True
tip marker,C5445211,Marker,True
tip minimal,C1705504,TIP,True
tip not included,C0332257,included,True
tip not visualized,C0234621,Visualized,True
tip of catheter,C0085590,Catheter,True
tip of dobbhoff tube,C0175730,Tube,True
tip of endotracheal tube,C0175730,Tube,True
tip of nasogastric tube,C0175730,Tube,True
tip of swan - ganz catheter,C0085590,Catheter,True
tip of the catheter,C0085590,Catheter,True
tip of the line,C0205132,Line,True
tip of the port,C0452253,Port,True
tip of tube,C0175730,Tube,True
tip off,C1518543,Off,True
tip off the film,C1704608,Film,True
tip oriented upward,C1282911,Upward,True
tip out of view,C0449911,View,True
tip pacemaker lead,C0023175,Lead,True
tip poorly visualized,C0234621,Visualized,True
tip position,C0733755,Position,True
tip positioned,C1705504,KAT5 wt Allele,True
tip pulled back,C0205095,Back,True
tip sideport,C1705504,KAT5 wt Allele,True
tip tip,C1705504,TIP,True
tips,C0339897,TIPS,True
tips catheter,C0085590,Catheter,True
tips stent,C0038257,Stent,True
tissue,C0040300,Tissue,True
tissues,C0040300,Tissues,True
tng tube,C0175730,Tube,True
to central venous,C0042449,Venous,True
to drainage devices,C0220819,devices,True
to esophageal tubes,C1704474,Tubes,True
to the left,C0450424,To the left,True
to the left of midline,C0549183,Midline,True
to the right,C0546911,To the right,True
tonsillar,C0040421,Tonsillar,True
too close,C3810854,Close,True
too dense,C0439794,Dense,True
too distal,C0205108,Distal,True
too far,C5446008,Far,True
too far peripheral,C0205100,Peripheral,True
too high,C4036058,Too high,True
too high - recommend,C0034866,recommend,True
too high for feeding,C2987508,Feeding,True
too high position,C0733755,Position,True
too low,C4036057,Too low,True
too medial,C0205098,Medial,True
too much distal,C0205108,Distal,True
too proximal,C4489236,Proximal,True
too radiodense,C5970251,Radiodense,True
too small to be,C0014121,be,True
tooth,C0040426,Tooth,True
tooth crown,C1185616,CROWN,True
top,C1704458,Top,True
top - normal,C1550457,Normal,True
top - normal is unremarkable,C0205307,Unremarkable,True
top - normal opacities,C0029053,opacities,True
top - normal size,C0456389,Size,True
top - normal stable,C0205360,Stable,True
top aspect,C1879746,Aspect,True
top moderate,C1704458,Top,True
top normal,C1550457,Normal,True
top normal size,C0456389,Size,True
top of catheter,C0085590,Catheter,True
top of catheter position,C0733755,Position,True
top of tube,C0175730,Tube,True
top off tube,C0175730,Tube,True
top sternal,C0038293,Sternal,True
torsion,C1265748,Torsion,True
torso,C0460005,Torso,True
torso ct,C1705783,CT,True
torso ct on,C1705783,CT,True
tortous aorta,C0003483,Aorta,True
tortuosity,C0333076,Tortuosity,True
tortuous,C4068863,Tortuous,True
tortuous aorta,C0741171,tortuous aorta,True
tortuous common,C0205214,Common,True
tortuous course,C0750729,Course,True
tortuous dilated,C0700124,Dilated,True
tortuous enlarged,C1293134,Enlarged,True
tortuous head,C0018670,Head,True
tortuous innominate artery,C0003842,Artery,True
tortuous vessels,C0005847,vessels,True
torus,C0332567,Torus,True
total,C0439175,% total,True
total air content,C0423896,Content,True
total collapse,C0344329,Collapse,True
total extent,C0439792,Extent,True
total opacification,C0449584,Opacification,True
total shoulder arthroplasty,C0186657,total shoulder arthroplasty,True
total shoulder prosthesis,C1961833,Shoulder Prosthesis,True
total volume,C0449468,Total volume,True
touching,C0439815,touching,True
towards,C3875150,Towards,True
towards the left,C3875150,Towards,True
towards the right,C3875150,Towards,True
toxemia,C0040524,Toxemia,True
toxic,C0600688,toxic,True
toxic exposure,C0274281,exposure,True
toxicity,C0600688,Toxicity,True
toxins,C0040549,Toxins,True
tpa catheter,C0085590,Catheter,True
trabecula,C0222660,Trabecula,True
trace,C0442822,Trace,True
trace / small,C0442822,Trace,True
trace amount,C0442822,trace amount,True
trace area,C0017446,Area,True
trace areas,C0205146,areas,True
trace aspiration,C2712334,Aspiration,True
trace edema,C0013604,Edema,True
trace effusion,C0013687,Effusion,True
trace effusions,C0013687,Effusions,True
trace fluid,C0444611,Fluid,True
trace fluid tracking,C0546881,Tracking,True
trace free air,C1866503,AIR,True
trace opacity,C1265876,Opacity,True
trace persistent,C0205322,Persistent,True
trace pneumothorax,C0032326,Pneumothorax,True
trace post - operative,C0241311,post operative,True
trace residual,C1609982,Residual,True
trach,C0749607,trach,True
trach tube,C0175730,Tube,True
trachea,C0040578,Trachea,True
trachea an,C0040578,Trachea,True
trachea lumen,C0524461,Lumen,True
tracheal,C0040578,Tracheal,True
tracheal air column,C1185738,Column,True
tracheal airway,C0458827,Airway,True
tracheal cuff,C1550244,Cuff,True
tracheal extubation,C0553891,Tracheal Extubation,True
tracheal lumen,C0225591,Tracheal lumen,True
tracheal system,C4318427,System,True
tracheal tube,C1260970,Tracheal tube,True
tracheal wall,C0502413,Tracheal wall,True
tracheo - enteric,C1304890,Enteric,True
tracheobronchial,C0450123,Tracheobronchial,True
tracheobronchial angle,C0205143,Angle,True
tracheobronchial tree,C0458580,Tracheobronchial Tree,True
tracheobronchitis,C0040586,Tracheobronchitis,True
tracheobronchomalacia,C0340231,Tracheobronchomalacia,True
tracheobronchoplasty,C0189436,Tracheobronchoplasty,True
tracheoesophageal,C1519577,Tracheoesophageal Fold,True
tracheomalacia,C0948187,Tracheomalacia,True
tracheomegaly,C4023705,Tracheomegaly,True
tracheoplasty,C0189421,Tracheoplasty,True
tracheostomy,C0040590,Tracheostomy,True
tracheostomy cannula,C0520453,Cannula,True
tracheostomy cuff,C3668885,Cuff,True
tracheostomy device,C1875833,Tracheostomy device,True
tracheostomy et tube,C0175730,Tube,True
tracheostomy midline,C0549183,Midline,True
tracheostomy stoma,C0459376,Tracheostomy stoma,True
tracheostomy tip,C1705504,TIP,True
tracheostomy tube,C0184159,Tracheostomy tube,True
tracheostomy tube cuff,C3668885,Cuff,True
tracheostomy tube midline,C0549183,Midline,True
tracheostomy tube placement,C1533810,Placement,True
tracheostomy tube standard,C1442989,Standard,True
tracheostomy tubes,C0184159,Tracheostomy Tubes,True
tracheostomy type device,C0699733,Device,True
track,C0040594,Track,True
tracking,C0546881,Tracking,True
tracking fluid,C0444611,Fluid,True
tracks,C0040594,Tracks,True
tract,C1185740,Tract,True
traction,C0040597,Traction,True
traction bronchiectasis,C0264361,Traction bronchiectasis,True
tracts,C1185740,tracts,True
trali,C0948343,TRALI,True
tram track signs,C0311392,SIGNS,True
trans,C0558141,Trans,True
trans - subclavian,C0589488,Subclavian,True
trans aortic valve,C0003501,Aortic Valve,True
trans esophageal drainage tube,C0175730,Tube,True
trans esophageal tube,C0175730,Tube,True
trans femoral e inserted pacemaker,C0030163,pacemaker,True
trans subclavian,C0589488,Subclavian,True
trans vascular,C1801960,Vascular,True
transaortic,C0442339,Transaortic,True
transbronchial,C0442342,Transbronchial,True
transcatheter,C0442343,Transcatheter,True
transcutaneous,C5570969,Transcutaneous,True
transdiaphragmatic,C0205504,Transdiaphragmatic,True
transected,C0332847,transected,True
transesophageal,C0522518,Transesophageal,True
transesophageal catheters,C0085590,Catheters,True
transesophageal drainage catheter,C0085590,Catheter,True
transesophageal drainage to,C2926602,Drainage,True
transesophageal drainage tube,C0175730,Tube,True
transesophageal drainage tubes,C1704474,Tubes,True
transesophageal echo probe,C0182400,Probe,True
transesophageal feeding,C2987508,Feeding,True
transesophageal feeding tube,C0175730,Tube,True
transesophageal gastric,C0038351,Gastric,True
transesophageal gastric drainage tube,C0175730,Tube,True
transesophageal tube,C0175730,Tube,True
transfer device,C1618912,transfer device,True
transfusion,C1879316,Transfusion,True
transfusion event,C0441471,Event,True
transfusion reaction,C0274435,Transfusion Reaction,True
transient,C0687129,transient,True
transient abnormality,C1704258,Abnormality,True
transient areas,C0205146,areas,True
transient asymmetric edema,C0013604,Edema,True
transient atelectasis,C0004144,Atelectasis,True
transient consolidation,C0521530,Consolidation,True
transient edema,C0333244,Transient edema,True
transient fever,C0015967,Fever,True
transient generalized worsening,C0332271,Worsening,True
transient improvement,C2986411,Improvement,True
transient increase,C0442805,Increase,True
transient phenomenon,C1882365,Phenomenon,True
transient process,C4521054,Process,True
transient pulmonary,C4522268,Pulmonary,True
transient vascular,C0005847,Vascular,True
transient volume overload,C0546817,VOLUME OVERLOAD,True
transient worsening,C0332271,Worsening,True
transit,C1301827,transit,True
transition,C2700061,Transition,True
transition zone,C1517912,Transition Zone,True
transitory worsening,C0332271,Worsening,True
transjugular,C4489465,Transjugular,True
transjugular dialysis catheter,C0179747,Dialysis catheter,True
transjugular dialysis catheters,C0085590,Catheters,True
transjugular pacer,C3470541,PACER,True
translucency,C0522503,translucency,True
transmitted,C0242781,Transmitted,True
transmitting,C0332289,transmitting,True
transparency,C5966217,transparency,True
transparent,C5966217,Transparent,True
transparent see,C1947903,See,True
transpedicle screws,C0301559,Screws,True
transplant,C0478647,transplant,True
transpleural,C0522494,Transpleural,True
transposition,C4700190,Transposition,True
transsubclavian atrial,C0018792,Atrial,True
transvenous,C0522521,Transvenous,True
transvenous cardiac,C0018787,Cardiac,True
transvenous catheter,C0085590,Catheter,True
transvenous dual channel,C1706095,Channel,True
transvenous lead,C0023175,Lead,True
transvenous leads,C0181586,Leads,True
transvenous pacemaker,C0030163,pacemaker,True
transvenous pacemaker lead tips,C0339897,TIPS,True
transvenous pacemaker leads,C0181586,Leads,True
transvenous pacer,C3470541,PACER,True
transvenous pacer defibrillator,C0180307,Defibrillator,True
transvenous pacer defibrillator lead,C0023175,Lead,True
transvenous pacer lead,C0023175,Lead,True
transvenous pacer leads,C0181586,Leads,True
transvenous pacer loops,C0181687,loops,True
transvenous pacer wire,C0005978,Wire,True
transvenous pacing lead,C0023175,Lead,True
transvenous right subclavian,C0589488,Subclavian,True
transvenous right ventricular,C0018827,Ventricular,True
transverse,C0446380,Transverse,True
transverse arch,C0741204,Arch,True
transverse area,C0017446,Area,True
transverse colon,C0227386,Transverse Colon,True
transverse diameter,C0552414,transverse diameter,True
transverse fracture,C0332710,Transverse fracture,True
transverse portion,C0449719,Portion,True
transverse process,C1305534,Transverse process,True
trapezius,C0224361,Trapezius,True
trapped,C3853505,Trapped,True
trauma,C3263723,Trauma,True
trauma board,C1948070,Board,True
trauma board and clips,C0175722,Clips,True
trauma board obscures,C0043251,Wounds and Injuries,True
trauma inflammation,C0021368,Inflammation,True
trauma line,C0205132,Line,True
traumatic,C0332663,Traumatic,True
traumatic abnormality,C0221206,Traumatic abnormality,True
traumatic changes,C0392747,changes,True
traumatic deformity,C0221206,Traumatic deformity,True
traumatic findings,C2607943,findings,True
traumatic hydropneumothorax,C1399889,traumatic; hydropneumothorax,True
traumatic injuries,C0043251,Traumatic injuries,True
traumatic injury,C3263723,Traumatic injury,True
traversed by air bronchograms,C0006282,bronchograms,True
treated,C1522326,Treated,True
treated infection,C0009450,Infection,True
treated malignancy,C0006826,Malignancy,True
treatment,C0039798,treatment,True
treatment - related,C0445223,Related,True
treatment - related change,C0392747,Change,True
treatment - related changes,C0392747,changes,True
treatment artifact,C0085089,Artifact,True
treatment changes,C0392747,changes,True
treatment effect,C1518681,Treatment Effect,True
treatment failure,C0162643,Treatment Failure,True
treatment related fibrosis,C0016059,Fibrosis,True
treatment response,C1704632,Response,True
treatment site,C0337950,Treatment site,True
treatment target,C1521840,Target,True
treatment treatment,C0039798,treatment,True
tree,C0040811,Tree,True
tree - in - appearance,C0233426,Appearance,True
tree - in - opacities,C0029053,opacities,True
treitz angle,C0205143,Angle,True
trend,C1521798,Trend,True
trendelenberg positioning,C0733755,Positioning,True
trendelenburg position,C0277812,Trendelenburg position,True
triangular,C0205119,Triangular,True
triangular - like,C0870814,Like,True
triangular - shaped,C0332479,shaped,True
triangular area,C0017446,Area,True
triangular density,C0178587,Density,True
triangular gas collection,C0600644,Collection,True
triangular opacity,C1265876,Opacity,True
triangular radiopacity,C0205119,Triangular,True
triangular region,C0205147,Region,True
triangular shape,C6007110,Triangular shape,True
triangular shaped,C0332479,shaped,True
triangular zone,C1710706,Zone,True
tributaries,C1180121,tributaries,True
tributary,C1180121,Tributary,True
tricuspid,C0443327,Tricuspid,True
tricuspid and mitral valve,C0026264,Mitral valve,True
tricuspid valve,C0040960,Tricuspid Valve,True
tricuspid valve plane,C0444660,Plane,True
tricuspid valves,C0040960,Tricuspid Valves,True
tricuspid valvuloplasty,C5551189,Tricuspid valvuloplasty,True
triple,C0205174,Triple,True
triple - channel,C1706095,Channel,True
triple - lead,C0023175,Lead,True
triple - lumen,C0524461,Lumen,True
triple channel pacemaker,C0030163,pacemaker,True
triple lead,C0023175,Lead,True
triple lead pacemaker,C0030163,pacemaker,True
triple lumen catheter,C1301750,Triple lumen catheter,True
triple pacer device,C0699733,Device,True
tripolar pacemaker,C0030163,pacemaker,True
true,C0205238,True,True
true abnormality,C1704258,Abnormality,True
true acuity,C0750509,acuity,True
true cavoatrial junction,C0205144,Junction,True
true consolidation,C0521530,Consolidation,True
true decrease,C0392756,Decrease,True
true density,C0178587,Density,True
true extent,C0439792,Extent,True
true focal consolidation,C0521530,Consolidation,True
true improvement,C2986411,Improvement,True
true increase,C0442805,Increase,True
true interval,C1272706,Interval,True
true major,C4521762,Major,True
true nodule,C0028259,Nodule,True
true pneumomediastinum,C0025062,Pneumomediastinum,True
true subluxation,C0332768,Subluxation,True
true upright radiograph,C1306645,Radiograph,True
truly hyperinflation,C0020449,Hyperinflation,True
truly increase,C0442805,Increase,True
trumatic injury,C3263722,Injury,True
trunk,C0460005,Trunk,True
tube,C0175730,Tube,True
tube catheter,C0085590,Catheter,True
tube coils,C0444764,Coils,True
tube components,C0449432,components,True
tube course,C0750729,Course,True
tube cuff,C3668885,Cuff,True
tube drain,C0184114,Tube drain,True
tube insertion,C0441587,Insertion,True
tube placement,C0883304,tube placement,True
tube position,C0733755,Position,True
tube side port,C0452253,Port,True
tube site,C1515974,Site,True
tube tip,C1705504,TIP,True
tube tract,C1185740,Tract,True
tuberculosis,C0041296,Tuberculosis,True
tuberculosis infection,C1609538,Tuberculosis Infection,True
tuberculous,C0041296,Tuberculous,True
tuberculous disease,C0012634,Disease,True
tuberculous infection,C0009450,Infection,True
tuberosity,C1184741,Tuberosity,True
tubes,C1704474,Tubes,True
tubes in drains,C0180499,Drains,True
tubing,C0184165,Tubing,True
tubing connector,C1706212,Connector,True
tubing crossing,C0184165,Tubing,True
tubing device,C0699733,Device,True
tubing low,C5203106,Low,True
tubing or probe,C0182400,Probe,True
tubular,C1883685,Tubular,True
tubular - appearing,C0151747,Renal tubular disorder,True
tubular catheter,C0085590,Catheter,True
tubular dense structure,C0678594,Structure,True
tubular device,C0699733,Device,True
tubular object,C1882133,Object,True
tubular opacities,C0029053,opacities,True
tubular structure,C0544923,Tubular structure,True
tubular structure / drain,C0180499,Drain,True
tubular structures,C1883685,Tubular Structures,True
tubulation,C0441647,Tubulation,True
tumor,C0027651,Tumor,True
tumor a,C0027651,Tumor,True
tumor burden,C1449699,Tumor Burden,True
tumor dense,C0439794,Dense,True
tumor disease,C0012634,Disease,True
tumor dissemination,C0205221,Dissemination,True
tumor extension,C1880641,Extension,True
tumor growth,C0598934,tumor growth,True
tumor implants,C0021102,Implants,True
tumor infiltrate,C0332448,Infiltrate,True
tumor infiltration,C4060690,Tumor infiltration,True
tumor metastases,C2939419,Metastases,True
tumor progression,C0178874,Tumor progression,True
tumor recurrence,C0521158,tumor recurrence,True
tumor spread,C0332261,Spread,True
tumors,C0027651,Tumors,True
tunnel,C0337138,Tunnel,True
tunneled,C0445346,Tunneled,True
tunneled catheter,C0878969,Tunneled catheter,True
tunneled dialysis line,C0205132,Line,True
tunneled line,C0205132,Line,True
turn,C0541749,turn,True
turn inferiorly to confirm extension,C1880641,Extension,True
turned,C0541749,turned,True
twelfth,C0205446,Twelfth,True
two,C0205448,Two,True
two - lead,C0023175,Lead,True
two - lumen,C1551056,Lumen,True
two - third,C1705160,Third,True
two - three,C5201107,Three,True
two - vessel,C0042591,Vessel,True
two - view,C0449911,View,True
two additional areas,C0205146,areas,True
two adjacent,C0205117,Adjacent,True
two areas,C0205146,areas,True
two bands,C0175723,Bands,True
two calcific densities,C0178587,densities,True
two catheters,C0085590,Catheters,True
two central venous access lines,C1548328,Lines,True
two chest,C0817096,Chest,True
two chest tubes,C1704474,Tubes,True
two clamps,C0175721,Clamps,True
two components,C0449432,components,True
two confluent vessels,C0005847,vessels,True
two days ago,C1704938,AGO,True
two different ap views,C0449911,views,True
two different positions,C0733755,positions,True
two drainage catheters,C0085590,Catheters,True
two drainage tubes,C1704474,Tubes,True
two esophageal catheters,C0085590,Catheters,True
two esophageal tubes,C1704474,Tubes,True
two feeding tubes,C1704474,Tubes,True
two findings,C2607943,findings,True
two frontal views,C0449911,views,True
two fusion rods,C0206427,Rods,True
two hyperlucent lines,C1548328,Lines,True
two intact leads,C0181586,Leads,True
two intracavitary electrodes,C0013812,Electrodes,True
two large,C0205448,Two,True
two leads,C0181586,Leads,True
two linear lucent lines,C1548328,Lines,True
two lines,C1548328,Lines,True
two metal implements,C0025552,Metals,True
two most inferior,C0542339,Inferior,True
two nasogastric devices,C0220819,devices,True
two nasogastric tubes,C1704474,Tubes,True
two orphaned leads,C0181586,Leads,True
two overlapping stents,C0038257,Stents,True
two pa views,C0449911,views,True
two pigtail catheters,C0085590,Catheters,True
two projections,C0016538,projections,True
two responsible abnormalities,C0000769,abnormalities,True
two ribs,C0035561,Ribs,True
two small linear fibrotic,C0334129,fibrotic,True
two small nodular opacities,C0029053,opacities,True
two stable,C0205360,Stable,True
two surgical drains,C0180499,Drains,True
two tips,C0339897,TIPS,True
two to three,C0205449,Three,True
two trans subclavian,C0589488,Subclavian,True
two transesophageal catheters,C0085590,Catheters,True
two uppermost wires,C0005978,Wires,True
two very subtle,C0442824,Very,True
two view chest,C0817096,Chest,True
two views,C0449911,views,True
two weeks prior,C0332152,Prior,True
type,C0332307,Type,True
type - tube,C0175730,Tube,True
type 2,C2827735,2+,True
type a,C4264487,Type A,True
type a dissection,C0333288,Dissection,True
type b,C3714979,B,True
type b dissection,C0333288,Dissection,True
type ii,C0441730,Type II,True
type iii,C0441731,Type III,True
type tube,C0175730,Tube,True
type unspecified,C4048188,Unspecified,True
typical,C3538928,Typical,True
typical changes,C0392747,changes,True
typical position,C0733755,Position,True
typical signs,C0311392,SIGNS,True
u density,C0178587,Density,True
uip,C4721509,UIP,True
ulcer,C0041582,Ulcer,True
ulna,C0041600,Ulna,True
ulnar pulmonary,C4522268,Pulmonary,True
ultimate position,C0733755,Position,True
ultrasound,C1456803,Ultrasound,True
ultrasound evaluation,C1261322,Evaluation,True
ultrasound localization,C0475264,Localization,True
ultrasound observation,C0478530,observation,True
umbilicus,C0041638,Umbilicus,True
umbrella,C0227693,Umbrella cell,True
umbrella filter,C0080266,Umbrella Filter,True
unaffected,C2986417,Unaffected,True
unaltered,C1709843,Unaltered,True
unaltered position,C0733755,Position,True
unaltered positions,C0733755,positions,True
uncertain,C0087130,Uncertain,True
uncertain acuity,C0750509,acuity,True
uncertain age,C0162574,AGE,True
uncertain anatomic location,C1515974,Location,True
uncertain chronicity,C0547045,Chronicity,True
uncertain etiology,C1524003,Etiology,True
uncertain exact location,C1515974,Location,True
uncertain location,C1515974,Location,True
uncertain significance,C2986382,Uncertain Significance,True
unchange opacities,C0029053,opacities,True
unchanged,C0442739,Unchanged,True
unchanged air,C1866503,AIR,True
unchanged alignment,C1706765,Alignment,True
unchanged apperance,C0442739,No status change,True
unchanged appropriate position,C0733755,Position,True
unchanged appropriate positions,C0733755,positions,True
unchanged bulging,C0038999,Bulging,True
unchanged calcifications,C2242558,Calcifications,True
unchanged clips,C0175722,Clips,True
unchanged correct position,C0733755,Position,True
unchanged course,C0750729,Course,True
unchanged dense,C0439794,Dense,True
unchanged dependent,C0851827,Dependent,True
unchanged dimension,C0439534,Dimension,True
unchanged enlargement,C2711450,Enlargement,True
unchanged exam,C0582103,Exam,True
unchanged extent,C0439792,Extent,True
unchanged fashion,C0442739,No status change,True
unchanged fullness,C0439650,Fullness,True
unchanged in extent,C0439792,Extent,True
unchanged in position,C0733755,Position,True
unchanged increased,C5236002,Increased,True
unchanged linear areas,C0205146,areas,True
unchanged lines,C1548328,Lines,True
unchanged location,C1515974,Location,True
unchanged looping,C0442739,No status change,True
unchanged magnitude,C0449286,magnitude,True
unchanged manner,C0442739,No status change,True
unchanged mass,C0577559,Mass,True
unchanged moderate,C0442739,Unchanged,True
unchanged near complete,C4489118,Near complete,True
unchanged normal course,C0750729,Course,True
unchanged normal position,C0733755,Position,True
unchanged opacification,C0449584,Opacification,True
unchanged partially calcified,C0175895,Calcified,True
unchanged patchy opacities,C0029053,opacities,True
unchanged position,C0733755,Position,True
unchanged positioning,C0733755,Positioning,True
unchanged positions,C0733755,positions,True
unchanged prominence,C0442739,No status change,True
unchanged shape,C0522512,Shape,True
unchanged stable position,C0733755,Position,True
unchanged visibility,C0442739,No status change,True
unchanged widened,C0332464,widened,True
unchanged widening,C0332464,Widening,True
unchanging,C0442739,unchanging,True
uncharacteristically peripheral,C0205100,Peripheral,True
unclear age,C0162574,AGE,True
unclear etiology,C1524003,Etiology,True
unclear location,C1515974,Location,True
unclear origin,C0439659,Origin,True
unclear significance,C0237881,Significance,True
unclear to me,C0025082,ME,True
uncommon,C0522498,Uncommon,True
uncomplicated,C0443334,Uncomplicated,True
uncomplicated course,C0750729,Course,True
undelayed reposition,C0556030,Reposition,True
under,C0542339,Under,True
under - inflated,C0542339,Inferior,True
under - inflation,C1318493,Inflation,True
under - ventilation,C2945579,Ventilation,True
under distribution,C0037775,Distribution,True
under film 1,C2827734,1+,True
under investigation,C1261322,Investigation,True
under minimal tension,C0233494,Tension,True
under opportunistic infection,C0029118,Opportunistic Infection,True
under penetrated,C0205321,penetrated,True
under pressure,C0460139,pressure,True
undergoing interval treatment,C0039798,treatment,True
underline left lower lobe,C0796494,lobe,True
underling infection,C0009450,Infection,True
underlying,C4722602,Underlying,True
underlying abnormality,C1704258,Abnormality,True
underlying acute process,C4521054,Process,True
underlying adenopathy,C0497156,Adenopathy,True
underlying airspace disease,C0012634,Disease,True
underlying aneurysm,C0002940,Aneurysm,True
underlying areas,C0205146,areas,True
underlying aspiration,C2712334,Aspiration,True
underlying asthma,C0004096,Asthma,True
underlying atelectasis,C0004144,Atelectasis,True
underlying atypical infection,C0009450,Infection,True
underlying bone island,C0265512,Bone island,True
underlying chronic,C4722602,Underlying,True
underlying chronic abnormality,C1704258,Abnormality,True
underlying chronic changes,C0392747,changes,True
underlying collapse,C0344329,Collapse,True
underlying congenital cause,C1524003,Cause,True
underlying consolidation,C0521530,Consolidation,True
underlying consolidations,C0521530,Lung consolidation,True
underlying contusion,C0009938,Contusion,True
underlying copd,C0024117,COPD,True
underlying cystic,C0205207,Cystic,True
underlying disease,C0012634,Disease,True
underlying dish,C0020498,DISH,True
underlying edema,C0013604,Edema,True
underlying effusion,C0013687,Effusion,True
underlying effusions,C0013687,Effusions,True
underlying emphysema,C0013990,Emphysema,True
